Frame #,Timestamp,Object ID,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,vel_x,vel_y,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center
6,1756875164.93,16261,pickup,1012.80102539063,1001.59008789063,1540.89465332031,1210.84997558594,96.5646667480469,-6.34159326553345,Detector,36.0030786252125,-86.6080775467935
7,1756875164.96,12261,sedan,2985.48266601562,1024.17993164063,3330.9482421875,1179.23974609375,93.7015151977539,-3.31220507621765,Localizer,36.0029089635299,-86.6079084101407
7,1756875164.96,16261,pickup,1107.95581054688,996.999084472656,1632.19262695313,1205.13244628906,95.210334777832,-5.87799119949341,Localizer,36.0030706630257,-86.6080686201953
8,1756875164.99,12261,sedan,3077.08764648437,1021.30749511719,3418.72827148438,1172.84338378906,91.2608184814453,-3.05837655067444,Localizer,36.002901150129,-86.607899731453
8,1756875164.99,16261,pickup,1202.35778808594,991.255676269531,1724.25537109375,1200.94226074219,94.6548919677734,-5.7559666633606,Localizer,36.0030626743489,-86.6080597035716
9,1756875165.03,12261,sedan,3165.77856445312,1015.90063476563,3509.92651367187,1167.34912109375,90.0036468505859,-3.62160539627075,Localizer,36.0028933602797,-86.6078909108085
9,1756875165.03,16261,pickup,1296.43981933594,987.969909667969,1816.44995117188,1197.9169921875,94.3398056030273,-5.01702404022217,Localizer,36.0030545332969,-86.6080509980302
10,1756875165.06,12261,sedan,3256.23364257812,1009.91870117188,3601.03149414063,1161.3408203125,90.2770614624023,-4.1707067489624,Localizer,36.0028855208557,-86.6078819298297
10,1756875165.06,16261,pickup,1387.43713378906,984.0205078125,1904.75170898438,1193.21179199219,91.9982452392578,-4.77346801757813,Localizer,36.0030467968347,-86.6080424578586
11,1756875165.09,12261,sedan,3349.31079101562,1004.21398925781,3695.14990234375,1155.71630859375,92.2067794799805,-4.49473428726196,Localizer,36.0028773918313,-86.6078727265925
11,1756875165.09,16261,pickup,1477.04260253906,975.114440917969,1993.06750488281,1184.36315917969,90.6422119140625,-6.1420316696167,Localizer,36.0030394870498,-86.6080334248582
12,1756875165.13,12261,sedan,3442.48120117187,995.094299316406,3782.42504882812,1150.4423828125,91.4860992431641,-5.39395618438721,Detector,36.0028696598548,-86.6078636060072
12,1756875165.13,16261,pickup,1567.904296875,970.341735839844,2077.32690429687,1177.34606933594,89.9305267333984,-5.77326250076294,Detector,36.0030320468089,-86.6080248599013
13,1756875165.16,12261,sedan,3533.4521484375,990.497741699219,3866.12890625,1145.72888183594,89.8650054931641,-4.91140079498291,Localizer,36.0028620118611,-86.6078550804954
13,1756875165.16,16261,pickup,1664.55090332031,964.757934570313,2174.31787109375,1172.32934570313,95.1955642700195,-5.74494934082031,Localizer,36.0030237094873,-86.6080155235793
14,1756875165.19,12261,sedan,3608.88256835937,988.728088378906,3903.04760742187,1140.8408203125,73.0537414550781,-3.18806719779968,Localizer,36.0028571097157,-86.6078495454541
14,1756875165.19,16261,pickup,1754.53149414062,957.20556640625,2271.078125,1165.14294433594,93.4728622436523,-6.5033597946167,Localizer,36.00301583907,-86.6080062310133
15,1756875165.23,12261,sedan,3695.59985351562,987.189697265625,3936.7392578125,1130.24487304688,74.4640121459961,-2.14689588546753,Localizer,36.0028520123876,-86.607843261493
15,1756875165.23,16261,pickup,1843.21862792969,951.142944335938,2362.97705078125,1160.07360839844,90.8055725097656,-6.39165210723877,Localizer,36.0030080915819,-86.6079974225772
16,1756875165.26,12261,sedan,3801.80908203125,981.729187011719,3996.91943359375,1121.83850097656,91.6515655517578,-2.51256775856018,Localizer,36.0028448645948,-86.6078347664752
16,1756875165.26,16261,pickup,1933.20715332031,942.924621582031,2457.2451171875,1156.91040039063,90.8289566040039,-6.75995588302612,Localizer,36.0030001767183,-86.6079884213567
17,1756875165.29,12261,sedan,3889.31005859375,978.202514648438,4058.30200195313,1118.73364257813,89.5818176269531,-2.46898865699768,Localizer,36.0028382766406,-86.6078275595148
17,1756875165.29,16261,pickup,2023.13684082031,939.378662109375,2546.49951171875,1153.10693359375,89.676155090332,-5.80425262451172,Localizer,36.0029923244944,-86.6079798893266
18,1756875165.33,12261,sedan,3978.89184570312,975.733520507812,4118.8505859375,1111.3173828125,89.5818176269531,-2.46898865699768,Detector,36.0028317277351,-86.607820059952
18,1756875165.33,16261,pickup,2112.79541015625,933.732788085938,2630.77124023437,1147.47082519531,88.3741607666016,-5.68520832061768,Detector,36.0029848550316,-86.607971337276
19,1756875165.36,12261,sedan,4068.07934570313,975.401489257813,4176.45556640625,1114.65942382813,88.9848556518555,-1.37436842918396,Localizer,36.0028249242143,-86.6078136183142
19,1756875165.36,16261,pickup,2199.32592773437,925.095031738281,2719.85180664063,1143.88525390625,87.7131805419922,-6.41672563552856,Localizer,36.0029773348708,-86.6079626377519
20,1756875165.39,12261,sedan,4151.84716796875,975.703125,4238.16357421875,1111.35205078125,87.0122222900391,-1.06075501441956,Localizer,36.002818365622,-86.6078068079667
20,1756875165.39,16261,pickup,2286.44018554687,919.06640625,2806.3603515625,1138.67810058594,87.1291198730469,-6.33159828186035,Localizer,36.0029698568827,-86.6079540787248
21,1756875165.43,12261,sedan,4245.14404296875,979.884460449219,4301.93798828125,1105.50231933594,90.9669036865234,0.11411988735199,Localizer,36.0028112326049,-86.6077995637972
21,1756875165.43,16261,pickup,2377.76831054687,913.184997558594,2899.88598632813,1133.06408691406,90.4035568237305,-6.32289409637451,Localizer,36.0029618664934,-86.6079449834335
22,1756875165.46,12261,sedan,4338.4892578125,995.005554199219,4372.029296875,1104.74072265625,93.5994567871094,3.91713047027588,Localizer,36.0028033255926,-86.6077931815148
22,1756875165.46,16261,pickup,2468.4951171875,908.044677734375,2991.14965820312,1127.23034667969,90.6233062744141,-6.07620763778687,Localizer,36.0029539761364,-86.6079360389075
23,1756875165.49,12261,sedan,4431.18603515625,1007.12603759766,4447.5615234375,1099.08422851563,95.0443344116211,5.461181640625,Localizer,36.0027954414355,-86.6077860188146
23,1756875165.49,16261,pickup,2559.2861328125,903.426635742188,3083.47045898437,1120.96569824219,90.9513244628906,-5.8049807548523,Localizer,36.0029460205267,-86.6079270374694
24,1756875165.53,16261,pickup,2662.41650390625,899.37890625,3177.89794921875,1113.041015625,97.3799285888672,-5.31195735931397,Detector,36.0029374337548,-86.6079172970875
25,1756875165.56,16261,pickup,2741.68530273437,890.229248046875,3273.18725585937,1108.3271484375,88.6192169189453,-6.59414434432983,Localizer,36.0029299547327,-86.6079084601476
26,1756875165.59,16261,pickup,2827.923828125,882.212219238281,3363.55932617187,1102.998046875,87.177001953125,-6.95775890350342,Localizer,36.0029223510853,-86.6078995503242
27,1756875165.63,16261,pickup,2912.04467773438,873.440185546875,3454.2060546875,1098.68188476563,85.6715698242187,-7.40243101119995,Localizer,36.0029148107983,-86.6078907276956
28,1756875165.66,16261,pickup,2999.171875,867.611206054688,3543.60693359375,1094.72827148438,86.2211685180664,-6.87080430984497,Localizer,36.0029070621019,-86.6078820360409
29,1756875165.69,16261,pickup,3086.73681640625,862.8056640625,3629.0595703125,1090.84191894531,85.9616546630859,-6.15090560913086,Localizer,36.0028994271018,-86.6078735681579
30,1756875165.73,16261,pickup,3182.767578125,857.802368164063,3724.93603515625,1084.0517578125,92.3685531616211,-5.96083545684814,Detector,36.002891022456,-86.6078640162888
31,1756875165.76,16261,pickup,3271.21752929687,852.615234375,3820.55419921875,1081.72692871094,90.8099365234375,-5.70716381072998,Localizer,36.0028828205645,-86.607855105346
32,1756875165.79,16261,pickup,3354.98364257813,849.402404785156,3894.55297851562,1078.68322753906,83.5158767700195,-4.69959402084351,Localizer,36.0028757778821,-86.6078474731888
33,1756875165.83,16261,pickup,3429.6884765625,847.03662109375,3932.01220703125,1070.92822265625,70.4155883789062,-3.51516532897949,Localizer,36.0028709567325,-86.6078416453385
34,1756875165.86,16261,pickup,3507.09423828125,848.208312988281,3940.09497070313,1057.9423828125,63.824089050293,-1.49424886703491,Localizer,36.0028674148192,-86.6078369103048
35,1756875165.9,16261,pickup,3582.10424804688,855.448669433594,3926.47436523437,1045.47485351563,59.5202980041504,1.8227903842926,Localizer,36.0028647605708,-86.6078337362354
36,1756875165.93,16261,pickup,3641.62451171875,857.271484375,3941.01416015625,1036.072265625,59.5202980041504,1.8227903842926,Detector,36.0028615983927,-86.6078298142736
37,1756875165.96,16261,pickup,3703.71459960938,849.336486816406,3938.03955078125,1029.28442382813,58.3838424682617,0.114675760269165,Localizer,36.0028593578869,-86.607826065491
38,1756875166,16261,pickup,3759.39770507812,850.247497558594,3928.505859375,1019.39300537109,53.4053382873535,0.599710643291473,Localizer,36.0028575238105,-86.6078233139386
39,1756875166.03,16261,pickup,3807.49096679688,857.563659667969,3927.68408203125,1008.29766845703,50.8345260620117,2.01155781745911,Localizer,36.0028554657006,-86.6078208795133
40,1756875166.06,16261,pickup,3866.50659179687,863.97900390625,3928.59936523437,1000.10888671875,55.2849044799805,3.3070502281189,Localizer,36.0028527565798,-86.6078180073528
41,1756875166.1,16261,pickup,3909.041015625,875.312255859375,3927.96069335937,987.649536132813,48.9291610717774,4.79007863998413,Localizer,36.0028508585849,-86.6078160071927
42,1756875166.13,22261,sedan,3.49398803710937,550.442932128906,217.321853637695,703.638854980469,0,0,Detector,36.0032313555193,-86.6081287526188
43,1756875166.16,22261,sedan,-8.20377731323242,543.695678710938,260.972595214844,695.283630371094,-11.6977500915527,-6.74720287322998,Localizer,36.0032306439771,-86.6081263879938
44,1756875166.2,22261,sedan,11.0455856323242,540.720275878906,375.010101318359,692.405578613281,10.962438583374,-4.88600301742554,Localizer,36.003224681099,-86.6081198214128
45,1756875166.23,22261,sedan,89.1629180908203,530.193298339844,499.234649658203,692.467346191406,50.8784255981445,-6.76567697525024,Localizer,36.0032157012492,-86.6081097498116
46,1756875166.26,22261,sedan,186.217407226563,527.044921875,623.700073242188,689.771484375,74.8483123779297,-5.45431661605835,Localizer,36.0032055688612,-86.6080990408036
47,1756875166.3,22261,sedan,281.292572021484,523.724548339844,733.440979003906,689.876770019531,80.4656753540039,-4.19792079925537,Localizer,36.0031960809769,-86.6080892612322
48,1756875166.33,22261,sedan,380.089965820313,521.210815429687,824.8681640625,683.505493164062,82.5247192382813,-3.01503849029541,Detector,36.0031875600329,-86.608079816659
48,1756875166.33,24261,midsize,299.332214355469,790.615661621094,725.571716308594,972.058288574219,0,0,Detector,36.0031685230339,-86.6081207791332
49,1756875166.36,22261,sedan,482.584167480469,518.556518554688,920.498168945313,676.815734863281,88.6629333496094,-2.1983437538147,Localizer,36.0031786788061,-86.6080699622926
49,1756875166.36,24261,midsize,391.775299072266,777.350036621094,819.592407226562,970.258483886719,92.4428176879883,-13.2655954360962,Localizer,36.0031606810032,-86.6081114235068
50,1756875166.4,22261,sedan,587.332092285156,515.184326171875,1015.36657714844,669.789978027344,93.6459121704102,-1.77151131629944,Localizer,36.0031697679776,-86.6080599606732
50,1756875166.4,24261,midsize,491.427581787109,766.103759765625,914.182189941406,967.353271484375,96.6272659301758,-12.247878074646,Localizer,36.0031524241201,-86.6081017490548
51,1756875166.43,22261,sedan,684.886962890625,512.384887695313,1104.13464355469,663.538635253906,92.2460403442383,-1.39347779750824,Localizer,36.003161407383,-86.6080506532638
51,1756875166.43,24261,midsize,586.784545898438,755.205322265625,1007.60205078125,959.908447265625,95.7876586914063,-11.8397941589355,Localizer,36.003144601653,-86.6080920636846
52,1756875166.46,22261,sedan,787.892028808594,509.260650634766,1194.00427246094,656.374816894531,95.7584075927734,-1.27909874916077,Localizer,36.0031527868165,-86.6080409492295
52,1756875166.46,24261,midsize,685.636779785156,750.132446289063,1103.71533203125,952.805419921875,97.7049331665039,-9.99292087554932,Localizer,36.0031361900659,-86.6080824375004
53,1756875166.5,22261,sedan,888.999389648438,505.766510009766,1284.99670410156,651.868530273438,97.1996231079102,-1.29063749313355,Localizer,36.0031440808256,-86.6080314125942
53,1756875166.5,24261,midsize,786.278564453125,744.014038085938,1201.37512207031,945.90673828125,99.5521926879883,-9.07680130004883,Localizer,36.0031276507857,-86.6080725941865
54,1756875166.53,22261,sedan,986.077514648438,503.001159667969,1368.26782226563,647.449645996094,94.7964782714844,-1.14737820625305,Detector,36.0031358828236,-86.608022470308
54,1756875166.53,24261,midsize,882.866577148437,749.055114746094,1296.76672363281,942.926513671875,97.7999725341797,-5.45691108703613,Detector,36.0031186991204,-86.6080639263365
55,1756875166.56,22261,sedan,1079.64709472656,497.245239257813,1462.90502929688,646.746704101563,95.1150894165039,-2.02564930915833,Localizer,36.0031272693912,-86.6080131950646
55,1756875166.56,24261,midsize,977.899230957031,743.445190429688,1395.60815429688,939.458740234375,97.1424713134766,-5.62624979019165,Localizer,36.0031101642776,-86.6080545001623
56,1756875166.6,22261,sedan,1178.00817871094,491.160308837891,1557.04797363281,642.983642578125,97.0976028442383,-2.90153956413269,Localizer,36.0031186033013,-86.6080034898162
56,1756875166.6,24261,midsize,1074.62670898438,736.134033203125,1491.39440917969,933.24658203125,96.8277282714844,-6.23085403442383,Localizer,36.0031018820951,-86.6080448549858
57,1756875166.63,22261,sedan,1272.517578125,483.376007080078,1653.35778808594,640.712341308594,96.3150939941406,-4.03958511352539,Localizer,36.0031100155329,-86.6079938378357
57,1756875166.63,24261,midsize,1171.88793945313,729.703735351563,1590.94592285156,927.36572265625,97.7383651733399,-6.47259521484375,Localizer,36.003093333345,-86.6080350708796
58,1756875166.66,22261,sedan,1364.96789550781,476.523803710938,1748.86804199219,638.42822265625,94.6118469238281,-4.69091176986694,Localizer,36.0031015096894,-86.6079843682676
58,1756875166.66,24261,midsize,1269.12524414063,724.103759765625,1687.26379394531,920.125,97.2481536865234,-6.41309547424316,Localizer,36.0030849458184,-86.6080253888306
59,1756875166.7,22261,sedan,1456.39135742188,470.298919677734,1840.74182128906,635.953247070313,92.5789184570312,-4.97922086715698,Localizer,36.0030931951256,-86.6079751362295
59,1756875166.7,24261,midsize,1360.56420898438,722.7890625,1775.58508300781,915.308166503906,92.7785949707031,-5.04727363586426,Localizer,36.0030768899532,-86.6080167440119
60,1756875166.73,22261,sedan,1557.33654785156,467.528625488281,1927.27673339844,630.953186035156,95.4531478881836,-4.16782426834106,Detector,36.0030846293598,-86.6079657572898
60,1756875166.73,24261,midsize,1466.49829101563,724.086669921875,1873.1748046875,913.7783203125,100.249694824219,-3.07810235023499,Detector,36.0030674689838,-86.6080073681279
61,1756875166.76,22261,sedan,1650.32653808594,462.055023193359,2021.85571289063,627.824768066406,94.8940734863281,-4.55272674560547,Localizer,36.0030760874456,-86.6079563080859
61,1756875166.76,24261,midsize,1553.31372070313,720.424499511719,1961.08239746094,910.449401855469,92.003044128418,-3.30742216110229,Localizer,36.0030596708895,-86.6079988874359
62,1756875166.8,22261,sedan,1745.65258789063,456.855712890625,2119.50732421875,625.408020019531,96.1075973510742,-4.72637224197388,Localizer,36.0030672335711,-86.6079466581432
62,1756875166.8,24261,midsize,1647.74389648438,713.339965820313,2057.64916992187,904.351867675781,94.4760665893555,-4.5394401550293,Localizer,36.0030513742122,-86.6079892546056
63,1756875166.83,22261,sedan,1839.09216308594,452.400085449219,2215.9345703125,622.308532714844,95.1010894775391,-4.72575998306274,Localizer,36.0030585157184,-86.6079371492716
63,1756875166.83,24261,midsize,1742.1083984375,705.543884277344,2156.32788085937,897.804321289063,95.4262008666992,-5.62269592285156,Localizer,36.0030430182801,-86.6079794372878
64,1756875166.86,22261,sedan,1928.98510742188,446.964385986328,2310.69653320312,618.707580566406,92.5232467651367,-5.03798675537109,Localizer,36.0030501021717,-86.6079277756943
64,1756875166.86,24261,midsize,1831.54248046875,701.018249511719,2248.32177734375,892.766540527344,91.7530136108399,-5.38355731964111,Localizer,36.0030349876211,-86.6079704488071
65,1756875166.9,22261,sedan,2021.48791503906,442.644683837891,2408.322265625,615.588195800781,93.2359390258789,-4.93527984619141,Localizer,36.0030413474814,-86.607918241257
65,1756875166.9,24261,midsize,1925.69812011719,696.595336914062,2337.60375976563,887.80810546875,92.1960830688477,-5.0051965713501,Localizer,36.0030268459389,-86.6079613682345
66,1756875166.93,22261,sedan,2122.36987304688,438.784545898438,2494.95629882812,605.37890625,95.2471313476562,-4.74227094650269,Detector,36.0030329934936,-86.6079083587541
66,1756875166.93,24261,midsize,2026.22729492187,696.419311523438,2432.73461914062,885.779418945313,96.8609390258789,-3.48503017425537,Detector,36.0030178297263,-86.6079521829748
66,1756875166.93,30261,sedan,634.832824707031,1398.8046875,995.703918457031,1575.7197265625,0,0,Detector,36.0030873113742,-86.6081596456263
67,1756875166.96,22261,sedan,2214.865234375,434.335510253906,2588.927734375,602.6455078125,94.1110534667969,-4.58578395843506,Localizer,36.0030243816046,-86.6078989926402
67,1756875166.96,24261,midsize,2124.5234375,688.223449707031,2531.25732421875,880.721984863281,98.2550964355469,-4.79121494293213,Localizer,36.0030092046361,-86.6079422079226
67,1756875166.96,30261,sedan,722.252319335938,1399.81372070313,1096.2919921875,1565.255859375,87.4192504882813,1.00906443595886,Localizer,36.0030795366266,-86.6081510666848
68,1756875167,22261,sedan,2307.197265625,429.178833007813,2683.36743164062,598.483947753906,93.5620422363281,-4.78560161590576,Localizer,36.0030158363005,-86.6078894512422
68,1756875167,24261,midsize,2214.37915039062,680.715637207031,2625.021484375,875.478332519531,93.5877227783203,-5.63325119018555,Localizer,36.0030011609239,-86.6079328613471
68,1756875167,30261,sedan,825.229919433594,1397.85217285156,1200.11853027344,1556.33605957031,96.588996887207,-0.480807662010193,Localizer,36.0030709938731,-86.608141593221
69,1756875167.03,22261,sedan,2398.45678710937,424.716247558594,2774.01342773437,594.468200683594,91.937873840332,-4.67307806015015,Localizer,36.003007478321,-86.6078801894055
69,1756875167.03,24261,midsize,2303.041015625,676.121398925781,2715.17944335937,870.031005859375,90.5172729492188,-5.44356679916382,Localizer,36.002993220292,-86.6079239048341
69,1756875167.03,30261,sedan,931.237548828125,1393.57421875,1307.33935546875,1550.45031738281,101.921447753906,-1.7486879825592,Localizer,36.0030621311622,-86.6081318685047
70,1756875167.06,22261,sedan,2492.21655273438,419.3720703125,2868.79809570312,590.201721191406,93.4434356689453,-4.87857007980347,Localizer,36.002998839098,-86.6078705191026
70,1756875167.06,24261,midsize,2392.11645507812,671.62353515625,2805.44116210937,864.791381835938,89.6732711791992,-5.25028848648071,Localizer,36.0029852332657,-86.6079149334526
70,1756875167.06,30261,sedan,1033.01525878906,1391.05615234375,1409.302734375,1545.41223144531,100.871520996094,-1.83299779891968,Localizer,36.0030535657854,-86.6081226805911
71,1756875167.1,22261,sedan,2587.3974609375,414.080627441406,2966.48071289062,586.028503417969,95.102653503418,-5.03256940841675,Localizer,36.0029899754269,-86.60786064084
71,1756875167.1,24261,midsize,2491.11157226563,664.881958007813,2904.42407226563,859.775939941406,95.8328018188477,-5.62263107299805,Localizer,36.0029764439055,-86.6079049477041
71,1756875167.1,30261,sedan,1134.76574707031,1384.37438964844,1512.31591796875,1537.52734375,100.993217468262,-3.07217741012573,Localizer,36.003045226126,-86.6081130601123
72,1756875167.13,22261,sedan,2688.66577148437,410.586547851563,3052.8740234375,575.706970214844,96.3155288696289,-4.67806911468506,Detector,36.002981526738,-86.6078506810929
72,1756875167.13,24261,midsize,2592.72924804687,662.612182617188,2998.59887695312,857.052734375,98.165771484375,-4.43200969696045,Detector,36.0029674811492,-86.6078955138035
72,1756875167.13,30261,sedan,1243.22705078125,1375.66271972656,1607.30041503906,1534.04345703125,102.608680725098,-3.91503763198853,Detector,36.0030368366305,-86.6081036100326
73,1756875167.16,22261,sedan,2779.5107421875,405.093383789063,3145.58764648437,571.610717773438,93.6957244873047,-4.87876701354981,Localizer,36.0029730910293,-86.607841210729
73,1756875167.16,24261,midsize,2678.83251953125,654.614807128906,3095.14111328125,851.711120605469,92.3927383422852,-5.67237663269043,Localizer,36.0029594472463,-86.6078861053678
73,1756875167.16,30261,sedan,1345.29138183594,1370.41687011719,1707.7763671875,1526.24096679688,102.171028137207,-4.25795602798462,Localizer,36.0030285079214,-86.6080941385752
74,1756875167.2,22261,sedan,2870.56372070312,399.124664306641,3237.7939453125,567.3837890625,92.53125,-5.1472544670105,Localizer,36.0029646830262,-86.6078316977021
74,1756875167.2,24261,midsize,2773.5068359375,649.004455566406,3184.57592773437,845.409240722656,92.5904388427734,-5.60642242431641,Localizer,36.0029512773829,-86.6078767131236
74,1756875167.2,30261,sedan,1446.76428222656,1365.23205566406,1807.89587402344,1518.76013183594,101.684509277344,-4.47151136398315,Localizer,36.0030201931982,-86.6080847150604
75,1756875167.23,22261,sedan,2960.45825195312,392.044097900391,3332.19262695312,563.176574707031,91.8370132446289,-5.7054648399353,Localizer,36.002956256866,-86.6078220409772
75,1756875167.23,24261,midsize,2866.93286132812,643.784790039063,3277.64721679687,840.694396972656,93.1303100585938,-5.47537660598755,Localizer,36.0029429088615,-86.6078673347724
75,1756875167.23,30261,sedan,1548.18640136719,1359.77307128906,1906.92443847656,1511.57080078125,101.278846740723,-4.64933490753174,Localizer,36.0030119154458,-86.6080753280103
76,1756875167.26,22261,sedan,3053.35791015625,385.886993408203,3427.62646484375,559.341003417969,92.9399337768555,-5.79700183868408,Localizer,36.002947573168,-86.6078122737578
76,1756875167.26,24261,midsize,2963.65795898437,637.864624023438,3374.18359375,835.317260742188,95.5841827392578,-5.61134386062622,Localizer,36.0029342627626,-86.6078575324582
76,1756875167.26,30261,sedan,1647.05700683594,1354.38598632813,2004.162109375,1505.5859375,99.6066284179688,-4.71095323562622,Localizer,36.0030037670372,-86.6080661874952
77,1756875167.3,22261,sedan,3146.47216796875,381.104766845703,3522.76123046875,557.405151367188,93.2044677734375,-5.38591480255127,Localizer,36.002938755742,-86.6078027450432
77,1756875167.3,24261,midsize,3058.27026367187,632.573974609375,3472.77465820313,830.480712890625,95.7556762695313,-5.6035590171814,Localizer,36.0029255638278,-86.6078478022801
77,1756875167.3,30261,sedan,1746.40344238281,1346.52514648438,2103.44067382812,1498.90954589844,99.6909103393555,-5.48835420608521,Localizer,36.0029956165679,-86.6080567450975
78,1756875167.33,22261,sedan,3243.12084960937,378.220825195312,3615.31396484375,551.385986328125,94.5066070556641,-4.77603721618652,Detector,36.0029299667676,-86.6077929947981
78,1756875167.33,24261,midsize,3145.06713867187,632.308898925781,3554.07446289062,826.562805175781,88.4402770996094,-4.03772306442261,Detector,36.0029178169799,-86.6078396583802
78,1756875167.33,30261,sedan,1850.20874023438,1338.6123046875,2205.1162109375,1493.43798828125,102.21981048584,-5.93789005279541,Detector,36.0029871088397,-86.6080470554318
79,1756875167.37,22261,sedan,3330.87963867187,372.724029541016,3705.33081054687,548.354675292969,90.4091186523437,-4.92857074737549,Localizer,36.0029217048292,-86.6077838099667
79,1756875167.37,24261,midsize,3235.66064453125,627.832946777344,3642.20092773437,822.295959472656,89.5901184082031,-4.11635398864746,Localizer,36.0029097297921,-86.6078306832395
79,1756875167.37,30261,sedan,1948.58630371094,1330.62634277344,2304.81518554687,1488.41870117188,100.086814880371,-6.37153196334839,Localizer,36.0029788989497,-86.6080376946408
80,1756875167.4,22261,sedan,3420.9794921875,366.524383544922,3798.732421875,543.150207519531,90.7612991333008,-5.40128707885742,Localizer,36.0029132636852,-86.6077741172817
80,1756875167.4,24261,midsize,3329.44702148438,620.433288574219,3736.30029296875,817.668151855469,92.7442474365234,-5.00115585327148,Localizer,36.0029013190086,-86.6078210300477
80,1756875167.4,30261,sedan,2046.00280761719,1324.10925292969,2404.44287109375,1484.22680664063,98.7649765014649,-6.31200122833252,Localizer,36.0029706379303,-86.6080284987169
81,1756875167.43,22261,sedan,3497.0751953125,359.840057373047,3863.96435546875,538.792846679688,78.4430923461914,-5.44036531448364,Localizer,36.0029068376223,-86.6077664672068
81,1756875167.43,24261,midsize,3425.19287109375,613.383605957031,3831.83081054687,811.508483886719,94.9119491577148,-5.62513399124146,Localizer,36.0028927775148,-86.6078111169347
81,1756875167.43,30261,sedan,2141.84155273437,1317.84606933594,2503.43676757812,1478.19213867188,97.3378143310547,-6.37812805175781,Localizer,36.0029625210449,-86.608019293685
82,1756875167.47,22261,sedan,3576.04150390625,357.6171875,3900.2734375,529.45166015625,70.9155654907227,-4.01100158691406,Localizer,36.0029016836513,-86.6077600200819
82,1756875167.47,24261,midsize,3505.57202148437,611.235595703125,3881.3134765625,802.369384765625,79.2191848754883,-4.29097700119019,Localizer,36.0028870518586,-86.6078042064428
82,1756875167.47,30261,sedan,2238.39013671875,1311.18676757813,2601.75854492187,1471.75122070312,96.9352874755859,-6.50596618652344,Localizer,36.0029544195821,-86.6080100261171
83,1756875167.5,22261,sedan,3649.27783203125,357.096801757812,3927.97631835937,519.641845703125,66.2907257080078,-2.63576126098633,Localizer,36.0028971722963,-86.60775435146
83,1756875167.5,24261,midsize,3577.39916992187,612.641967773438,3905.03833007812,793.061340332031,66.6602172851563,-2.14904737472534,Localizer,36.0028828199992,-86.6077991457118
83,1756875167.5,30261,sedan,2335.1015625,1303.99780273438,2701.3564453125,1465.25708007813,97.0966415405274,-6.74868249893189,Localizer,36.0029462631089,-86.6080006467603
84,1756875167.53,22261,sedan,3715.56860351562,354.461029052734,3971.57104492188,512.394653320313,66.2907257080078,-2.63576126098633,Detector,36.0028922052634,-86.6077482797494
84,1756875167.53,24261,midsize,3644.05932617187,610.492919921875,3951.43408203125,786.063110351563,66.6602172851563,-2.14904737472534,Detector,36.0028778007588,-86.6077931667452
